Who,ID,Day/Night,Date,Site,Transect,Species,Meter,Stage,clutches,eggs,Height,Locn,Position of Leaf,Distance to margin,Leaf area,Photos,other EM,dist to nearest othr EM,Plant Family,Plant species,Leaf type,Water depth,Water velocity,Strm subst,Parent,parent position,health at first obs,Leaf damage?,Notes
XOR,TIRESPPRO12,N,10-Jul-17,TIR,RT3,ESPPRO,31,4,1,23,65,over land,moss,na,,1802,3,1.5,Violaceae,Rinorea deflexiflora,hairy,,,,no,,,,"ESPPRO12, 13, 15, 16, same plant, male calling nearby"
XOR,TIRESPPRO13,N,10-Jul-17,TIR,RT3,ESPPRO,32.5,1,1,23+-1,205,over water,moss,na,,1809-10,3,0.03,Violaceae,Rinorea deflexiflora,hairy,10,slow,mud,no,adult calling nearby,healthy?,,"ESPPRO12, 13, 15, 16, same plant, male calling nearby"
XOR,TIRESPPRO14,N,10-Jul-17,TIR,RT3,ESPPRO,32.5,unk,1,unk,210,over water,moss,na,,,3,0.03,Violaceae,Rinorea deflexiflora,hairy,13,slow,mud,no,adult calling nearby,3 fungal,,"ESPPRO12, 13, 15, 16, same plant, male calling nearby"
XOR,TIRESPPRO15,N,10-Jul-17,TIR,RT3,ESPPRO,32.5,3,1,unk,210,over water,bottom of dead leaf,na,,,3,0.03,Violaceae,Rinorea deflexiflora,hairy,15,slow,mud,,adult calling nearby,at least 2 fuzzies,,"ESPPRO12, 13, 15, 16, same plant, male calling nearby"
XOR,TIRESPPRO16,N,10-Jul-17,TIR,RT3,ESPPRO,44.5,4,1,2,120,over water,top,na,172.137,,0,,Arecaceae,,glabrous,,,,no,,healthy,no,unsure about leaf area. chose the one part with a little bit of moss
XOR,TIRTERSPI16,N,10-Jul-17,TIR,RT3,TERSPI,50,1,1,24,130,over land,under,13,250.537,1816,,,Piperaceae,Piper pentagonum,hairy,,,,no,,healthy,no,
XOR,TIRTERSPI17,N,10-Jul-17,TIR,RT1,TERSPI,19,1,1,25,235,over water,under,0,30.56,1817-1822,0,,,,glabrous,1,fast,sand,no,,,no,
XOR,TIRESPPRO17,N,10-Jul-17,TIR,RT1,ESPPRO,24.5,4,1,unk,190,over water,top,na,49.474,1828,2,2.5,Moraceae,Brosimum lactescens,glabrous,8,medium,sand,no,,healthy,no,moss on leaf
XOR,TIRTERSPI18,N,10-Jul-17,TIR,RT1,TERSPI,26,4,1,12,175,over water,under,na,221.6,1829,2,0.035,Rubiaceae,Palicourea hondensis,glabrous,1,medium,mud,no,,healthy,yes,"TERSPI 18, 19 same plant"
XOR,TIRTERSPI19,N,10-Jul-17,TIR,RT1,TERSPI,26,4,1,17,165,over bank,under,na,204.081,1830,2,0.035,Rubiaceae,Palicourea hondensis,glabrous,,,,no,,1 undeveloped at stage 2,yes,"TERSPI 18, 19 same plant"
XOR,TIRTERSPI20,N,10-Jul-17,TIR,RT1,TERSPI,36,3,1,21,110,over water,under,na,599.62,1836,2,1,Araceae,Philodendron sp. ,glabrous,29,slow,mud,pair nearby,,healthy,yes,
XOR,TIRTERSPI21,N,10-Jul-17,TIR,RT1,TERSPI,37,1,1,22,90,over water,under,0,84.342,"1843, 1845",2,1,Pteridophyta,,glabrous,7,slow,sand,pair nearby,,parasitized,no,
XOR,TIRTERSPI22,N,10-Jul-17,TIR,RT1,TERSPI,38.5,4,1,5,190,over land,under,na,885.416,1847,3,1.5,Marantaceae,,glabrous,,,,no,,1 undeveloped at stage 1,no,
XOR,TIRTERSPI23,N,10-Jul-17,TIR,RT1,TERSPI,41,2,1,25+-2,250,over land,under,0,234.114,"1853, 1851",1,2.5,Piperaceae,Piper pentagonum,hairy,,,,adult calling nearby,,healthy,no,adults calling nearby
BG,P5HYAVAL34,D,11-Jul-17,P5,RT2,HYAVAL,26,1,3,41,155,over water,under,55,472.991,1896-1897,4,0,Cyclanthaceae,,glabrous,12,fast,boulder,yes,touching,healthy,no,"Same male as HYAVAL 3,19,34,35"
BG,P5HYAVAL35,D,11-Jul-17,P5,RT2,HYAVAL,26,1,3,43,155,over water,under,35,472.991,1896-1897,4,0,Cyclanthaceae,,glabrous,12,fast,boulder,yes,not touching,healthy,no,"Same male as HYAVAL 3,19,34,36"
BG,P5TERSPI15,D,11-Jul-17,P5,RT2,TERSPI,50,1,1,21,160,over water,under,3,104.75,1931-1932,2,,,,glabrous,25,slow,rock,no,,healthy,no,"close to TERSPI 6,7"
BG,P5HYAVAL37,D,11-Jul-17,P5,RT4,HYAVAL,31.5,1,3,41,95,over water,under,10,345.063,1943,5,0,Cyclanthaceae,,glabrous,1.3,slow,mud,yes,touching,healthy,no,Right below HYAVAL27 touching other EM
BG,P5HYAVAL38,D,11-Jul-17,P5,RT4,HYAVAL,31.5,1,3,40,95,over water,under,15,345.063,1943,5,0,Cyclanthaceae,,glabrous,1.3,slow,mud,yes,not touching,healthy,no,Right below HYAVAL27 touching other EM
BG,P1TERSPI16,D,12-Jul-17,P1,RT2,TERSPI,0,3,1,26,95,over land,under,na,16.251,2066,0,17,,,glabrous,,,,,,healthy,yes,
BG,P1ESPPRO10,D,12-Jul-17,P1,RT1,ESPPRO,12,2,1,21+-1,185,over water,moss,0,,,1,0,,,,8,slow,mud,,,healthy,,on top of ESPPRO8
BG,P1ESPPRO9,D,12-Jul-17,P1,RT2,ESPPRO,26,4,1,17+-2,160,over water,moss,na,,44-46 REU,2,0,Moss,,other,15,slow,mud,no,,healthy,"Left of ESPPRO 5,6",
BG,TIRTERSPI33,D,13-Jul-17,TIR,RT1,TERSPI,26,1,1,27,165,over bank,under,na,,,,,Rubiaceae,Palicourea hondensis,glabrous,,,,,,healthy,yes,"Same as TERSPI 18,19"
BG,P1TERSPI20,D,16-Jul-17,P1,RT3,TERSPI,30,2,1,13,150,over water,under,0,108.647,2065,0,0,Burseraceae,Protium panamensis,glabrous,7,medium,mud,,,1 parasite,,"same as terspi15, above terspi5"
BG,P15TERSPI4,N,17-Jul-17,P15 ,RT1,TERSPI,17,1,1,21,115,over land,under,1.5,,1996,0,25.5,Araceae,(latex),glabrous,,,,no,,2 undeveloped st1,no,
BG,P15TERSPI5,N,17-Jul-17,P15 ,RT1,TERSPI,42.5,4,1,2,170,over water,under,na,,1997,0,25.5,Araceae,,glabrous,33,medium,sand,no,,healthy,,
BG,P15TERSPI6,N,17-Jul-17,P15 ,RT2,TERSPI,40,"3,4",1,17,185,over water,under,na,,2001,0,7,,,,59,fast,boulder,no,,healthy,no,
BG,P15HYAVAL9,N,17-Jul-17,P15 ,RT2,HYAVAL,47,1,1,14,400,over water,under,na,,2002-2003,0,7,Rhamnaceae,Colubrina spinosa,glabrous,36,fast,boulder,no,,healthy,no,"Same area as HYAVAL1,2,3,4,5"
BG,P13TERSPI21,N,17-Jul-17,P13,RT2,TERSPI,40,"3,4",1,24,170,over water,under,0,27.896,,0,,Araceae,,glabrous,30,fast,rock,no,,healthy,no,Same as TERSPI2
MET,P13HYAVAL20,N,17-Jul-17,P13,RT3,HYAVAL,20,2,1,43,160,over water,under,20.5,396.297,2414,0,na,Cyclanthaceae,,glabrous,9,medium,sand,yes,not touching,1 undeveloped,no,
XOR,P1HYAVAL41,N,18-Jul-17,P1,RT3,HYAVAL,24,2,1,42,370,over water,under,47.26,1060.306,2069-2070,0,5.5,Araceae,,glabrous,17,slow,mud,yes,not touching,,no,same plant as TERSPI15? CHECK
XOR,P1HYAVAL42,N,18-Jul-17,P1,RT3,HYAVAL,29.5,2,2,24,300,over water,under,24.82,439.288,2071-2073,2,0,Urticaceae,Myriocarpa longipes,hairy,7,medium,sand,no,"pair in amplexus on same plant, different leaf",2 fungal/parasite,no,leaf is bent/folded. Same plant as HYAVAL24
BG,TIRTERSPI25,N,19-Jul-17,TIR,RT2,TERSPI,35,1,1,23,225,over water,under,16,861.494,2242,1,2,Gesneriaceae,Besularia,hairy,14,slow,sand,no,,healthy,yes,male calling near
BG,TIRTERSPI26,N,19-Jul-17,TIR,RT2,TERSPI,40,1,1,18,80,over water,under,1.9,167.878,2243,2,0.5,Gesneriaceae,Besularia,hairy,13,medium,sand,no,,1 undeveloped,no,
BG,TIRTERSPI27,N,19-Jul-17,TIR,RT3,TERSPI,5.5,1,1,23,90,over land,under,6,109.816,2244,0,4.5,Gesneriaceae,Besularia,hairy,,,,no,,healthy,no,
BG,TIRESPPRO21,N,19-Jul-17,TIR,RT3,ESPPRO,17,1,1,3,150,over land,top,0,221.316,2249,0,11.5,Piperaceae,Piper pentagonum,hairy,,,,,,4 fungis/parasite,no,eggs sprad out and messed up
BG,TIRESPPRO20,N,19-Jul-17,TIR,RT3,ESPPRO,32.5,1,1,,210,over water,moss,na,,,2,1.5,Moss,,other,8,slow,mud,no,,healthy,,amplexus near
BG,TIRESPPRO22,N,19-Jul-17,TIR,RT3,ESPPRO,39,"3,4",1,32+-2,200,over water,top,0,174.312,2257,0,6.5,Arecaceae,Palm (same as ESPPRO6),glabrous,19,slow,mud,no,,1 fungus/parasite,no,spider near
BG,TIRESPPRO23,N,19-Jul-17,TIR,RT1,ESPPRO,18,4,1,5,165,over water,moss,na,,,0,4.5,Moss,,other,8,medium,sand,no,,healthy,no,
BG,TIRESPPRO24,N,19-Jul-17,TIR,RT1,ESPPRO,22.5,uk,1,uk,390,over water,moss,na,,,0,4.5,Moss,,other,12,slow,mud,no,,,,
BG,TIRTERSPI28,N,19-Jul-17,TIR,RT1,TERSPI,38,1,1,12,220,over water,under,0.4,87.678,2270,3,0,Araceae,,glabrous,8,slow,mud,no,,healthy,no,"Grasshopper predation, Above TERSPI29"
BG,TIRTERSPI29,N,19-Jul-17,TIR,RT1,TERSPI,38,4,1,21,135,over water,under,na,36.347,2272,3,0,Araceae,,glabrous,4,slow,mud,no,,healthy,yes,Below TERSPI28
BG,TIRTERSPI30,N,19-Jul-17,TIR,RT1,TERSPI,50,3,1,20,190,over land,under,na,22.474,2274,0,1,Pteridophyta,,glabrous,,,,no,,1 undeveloped ,no,
BG,TIRTERSPI31,D,19-Jul-17,TIR,RT1,TERSPI,26,2,1,26,uk,na,under,na,,na,1,1.5,Rubiaceae,Palicourea hondensis,glabrous,,,,no,,1 undeveloped st2,no,"Same area as TERSPI18,19"
BG,TIRTERSPI32,D,19-Jul-17,TIR,RT2,TERSPI,31,4,1,3,uk,na,under,na,,na,0,4,Piperaceae,Piper pentagonum,hairy,,,,no,,healthy,no,"Same area as TERSPI10, possibly still is TERSPI10 but that one was supposedly fungal/gone 13-jul"
XOR,P13TERSPI30,N,21-Jul-17,P13,RT2,TERSPI,9,2,1,25,30,over land,under,2.6,,2458,0,,Heliconiaceae,,glabrous,2,slow,mud,no,,healthy,no,
BG,P13HYAVAL30,D,21-Jul-17,P13,RT3,HYAVAL,20,2,1,38+-2,160,over water,under,20.5,396.297,2414,1,0,Cyclanthaceae,,glabrous,9,medium,sand,yes,not touching,healthy,no,Same leaf as HYAVAL20
